text,aug_text,label
recently my refrigerator broke.  i had to throw away all of my food and spend $1400 on a new one.,"i had to throw away all my food, spend $1,400 buying a new one.",0
i went back to my home state to visit. it made me think of the past.,i went home to visit. it reminded me of the past.,3
my friend who i grew up with recently died. it was tragic and unexpected,"my friend who grew up with a friend recently passed away, it was tragic and unexpected.",1
i do miss the 2000's ,i did miss the year 2000.,3
my apartment was robbed. i was totaly devastated by seeing the damages and what was stolen.,my apartment was robbed. i saw what was lost and stolen.,1
my husband and i went to dinner.  we were looking at photos of our kids when they were little.  it amazes me that one is already 18 and the other is just 2 short years away from being an adult also.,"my husband and i went to dinner, and we were looking at pictures of our kids as children, and it was amazing that one was 18 years old and the other was only two years away from adulthood.",2
i cried when my grandma died.,i cried when my grandmother died.,0
i listened to a song the other day that reminded me of the past. it made me feel odd.,that day i listened to a song that reminded me of the past and made me feel strange.,3
i cried when the jonas brothers broke up.,i cried when the jonas brothers broke up.,0
i found my lugage broken and objects where stolen,i found my luggage and belongings broken and stolen.,2
my father in law was diagnosed with pancreatic cancer when our daughter was 9 months old.  he passed 9 months later when she was 18 months.,"my father was diagnosed with pancreatic cancer when he was nine months old and nine months later, when she was 18 months old, he died nine months later.",0
i cried when my brother passed away.,i cried when my brother died.,0
i felt this when my son turned one. it was such a special day and my husband and i spent hours going back and looking at all the photos from his first year.,"when my son gave birth to a child, i felt that. it was a very special day, when my husband and i went back for hours to see all the pictures of his first year.",2
i use to be the number one tennis player in the state.,i used to be the state's number-one tennis player.,0
i try to forget my ex and move on.  but every day i wake up and see several things she bought me and i feel like a sledghammer hit me in the chest and stomach.,"i tried to forget my ex-wife and move on, but i woke up every day and i saw a few things she bought me.",0
my grandmother passed away when i was 30.  she really didn't get to know my girls very much at all.,my grandmother died when i was 30.,0
"i miss my dog, baby girl, poor thing passed away last year after 15 years.","i miss my dog, baby girl, poor thing that died last year for 15 years.",0
might sell my home. it's the home i grew up in.,maybe sell my home. that's the one i grew up in.,3
i was flying in to lax and the sierra nevada mountains below me made me feel like i was coming home.,"i flew here to relax, and the sierra nevada mountains below me made me feel like i was going home.",2
"i was forced due to a family emergency to get rid of our family dog and move 550 miles away. it was one of the saddest moments in my life, in our lives... the dog was my first dog ever and my little buddy.  tank loved me so much that when i drove off and looked in my rear view at him i cried like a baby. i cried as if my children were moving away from me. it was very sad.",it was one of the saddest moments of my life... and this dog was my first dog and my little brother.,2
just went by the lake. made me think of a friend i used to play with a lot when we were little.,just passing by the lake reminds me of a friend i used to play when i was a kid.,3
"my daughters little dog passed away about 4 months ago.  she was only 6 years old, but had an autoimmune disease and it started attacking her red blood cells.","my daughter's dog died four months ago, and she's only six years old, but with autoimmune disease, she started attacking her red blood cells.",1
i miss so much my father.,i miss my father so much.,3
realizing tonight how grown up our children are.  it won't be long before they are out of our house completely.,soon they'll leave our house completely.,2
"i loved watching ""sons of anarchy"" and had only got through season 2...when my friend ruined everything and said they were all gonna die at the end.  i was sad and horrified","i like to watch the sons of anarchy, and after season two, my friends ruin everything and say they're gonna end up dead.",1
"when my mother passed away randomly, it really hurt me.","when my mother died randomly, she really loved me.",1
i remember the day i became a father. hearing my daughter's first cry melted my heart. i will never forget it.,"i remember the day i became a father, hearing my daughter's first cry melted my heart, and i would never forget it.",3
"i have been disowned by my family. i heard that they were about to go on the annual family vacation that i always used to go on. i felt sad remembering how much i missed those trips, and looking at pictures just made me reminisce a lot. ","i hear they're going to the annual family holiday, and i always go.",3
i'm turning 40 saturday and i'm feeling old.,i'm 40 on saturday. i feel old.,0
my niece is getting old enough to read the books i read as a kid.,my niece grew up reading books i read when i was a kid.,2
i have great memories of my childhood,i have a good memory of childhood.,3
i am very sad these days.,i've been sad lately.,0
i remember when i got into a really big fight with my roommate and she kicked me out and i had to move back into my parent's house.,"i remember me having a fight with my roommate, and she kicked me out of my house, and i had to move back to my parents' house.",1
my grandmother passed away and it was really hard.,my grandmother died. it's really hard.,1
i am very devastated these days.,i've been sad lately.,1
i broke my favorite drinking glass.,i broke my favorite glass.,0
"when i see homeless person, i feel tender feelings and become sentimental toward him","when i see a homeless person, i feel tender and emotional about him.",2
last week i had to put my dog to sleep.  it was so sad.  i had her for 15 years,i had to sleep with my dog last week. it's too sad. i raised her for 15 years.,0
"there are certain times when i hear a song come on the radio, that came out when i was in high school, i want to go back to those days. i wish i could be young and carefree again with no worries. i miss those days.","sometimes i hear a song on the radio, and when i was in high school, i wanted to go back to those days, and i wanted me to be a little younger.",3
i miss my mother deeply.,i miss my mother so much.,3
i anticipate a summer holiday in dubai.that last experience was cool,i expected a summer vacation in dubai. it was a cool experience.,3
i am so sad.  my husband needs a lung transplant.,i'm so sorry. my husband needs a lung transplant.,0
my cat dissapeared after 14 years one day. he never came back.,"fourteen years a day, my cat disappears, and he's never coming back.",0
"once, i had a big argument with my mom, but after awhile i realized i was wrong. so i tried to talk to her about it. ","once, i had a fight with my mom, and then i realized i was wrong, so i tried to talk to her.",2
we (family friends) planned a holiday trip to go for the last weekend. i was preparing for that like packing dress and getting ready to it. unfortunately one of my cousin was unable to come due to his personal reasons. so we just cancelled the trip. i was feeling sad for this trip cancellation. ,"unfortunately, one of my cousins was unable to come for personal reasons, so we just canceled the trip.",0
i was going through my son's closet and found a box of old newborn clothes. i went through them all and i saw some i had forgotten about. seeing them all sent me down memory lane.,"i went through my son's closet, found a box of old newborn clothes, and i went through these clothes, and i saw something i forgot.",3
"i was reading the news and i saw some terrible news about some christians being persecuted in nigeria. i heard that 6,000 families had been massacred and it made me feel heartbroken.","it hurts me to hear that 6,000 families have been massacred.",0
i remember when i got my first computer. it was a hand-me-down commodore 64. i spent all day figuring out how to use it.,"i remember when i got my first computer, it was a 64th landing ship, and i spent the whole day thinking about how to use it.",3
when i failed one of my college courses i felt so terrible,"when i failed a college course, i felt terrible.",1
looking back on my childhood and how happy it was,i remember my childhood and how happy it was.,2
the nes classic makes me remember playing them originally.,the nose classic reminds me of the first songs i played.,3
i have a pen that reminds me of my grandfather.,i have a pen that reminds me of my grandfather.,2
i heard a song from an old show and it made me feel so old hearing it after so long.,i heard a song from an old show that made me feel so old to listen to so long.,3
some angry mob came to the mull yesterday,some angry mobs came to the village yesterday.,0
i miss the old times when there was so much less crimes.,i miss the time when there was a lot less crime.,3
i found an old picture of me and my dad yesterday.,yesterday i found an old picture of me and my dad.,2
late at night i always think about the fun nights i usef to have with my friends. especially now since i have kids.,"late at night, i've been thinking about having fun with my friends, especially now, because i have children.",3
i stay up a lot and look at my kids baby photos. they were such fun babies.,"i used to sleep and look at baby pictures, and they're all funny babies.",2
a hungry man is an angry man,a hungry man is an angry man.,0
my dog passed away last week.,my dog died last week.,0
i was planning to attend classes this summer. it broke my heart that they want me to pay 1000 out of pocket.,"i was going to class this summer, and they asked me to pull $1,000 out of my pocket and break my heart.",1
i love to reminisce about my youth with my daughter. she acts so much like me i know exactly what stories she would enjoy.,she's acting like me. i know what she's gonna love.,2
"i feel depressed. i might be kicked out of house soon, live on my own without wife and child. ","i could be kicked out of my house soon, living alone without a wife and children.",0
"when my dad died randomly a few years ago, it really made me sad. i was just not ready for it to happen.",i was really sorry when my dad died randomly a few years ago.,0
i felt so upset because of the damage caused by the hurricane to my town last year,last year's hurricane devastated my town.,1
i recall there was a time when great misfortune fell upon me - it actually happened this morning. i stubbed my toe when getting out of the shower and i was absolutely devastated that my toe's feeling were hurt ,"i remember one time a huge misfortune came to me -- it actually happened this morning -- and i stabbed my toes out of the shower, and i absolutely felt very painful, and my toes hurt.",1
"when i found out my aunt had a heart attack and died alone, it devastated me. i was not sure what to do with myself afterwards.","when i found out my aunt had a heart attack and died alone,",1
i remember once my mom purchasing gas on the way to take us to school. it was 98 cents. those were the days,i remember my mom used to buy gas on her way to school for 98 cents.,3
"after the house fire we had last year i took me and my family a long time to get back to normal, it was a very trying time",it took me and my family a long time to get back to normal after last year's fire.,1
when i found out that my daughter had a bad reaction to her shot. it was scary ,"when i found out my daughter didn't react well to her shooting,",0
my dauhter is growing up too fast. she is going to leave me soon. ,my daht grew up too fast. she'll be leaving me soon.,0
"i was listening to a playlist of music, and an old song that i hadn't heard since i was a kid. it instantly made me feel the exact feelings i had had when i was a young kid when i would listen to that song while spending time with my family.","i listened to the playlist of music, and an old song that i've never heard since i was a kid, and it made me feel the real feeling when i was a kid, and when i was spending time with my family, i heard that song.",3
i just ran out of financial aid for school. i don't know what i'm going to do.,i just don't have the money to go to school. i don't know what to do.,1
i broke my ankle a few weeks ago and am unable to compete in a run i signed up for.,"i broke my ankle a few weeks ago, and i couldn't compete in the race i signed up for.",0
every christmas song i hear during the holidays brings me back to fond memories of my family in the philippines,every christmas song i hear during the holidays brings me back to the good memories of my family in philippins.,3
i went roller skating with my daughter and it brought me right back to my childhood.,me and my daughter skated and brought me back to my childhood.,3
my mom is moving in with me and i've begun thinking about what it was like to live with her as a kid.,my mom moved in with me and i started to wonder what it was like to live with her when i was a kid.,3
i love listening to old school hip hop music. it reminds me of when i was younger.,"i like the old school dance music, which reminds me of when i was young.",3
i recently learned that a close friend is getting foreclosed on their home. they were diagnosed with breast cancer 2 years ago and i think it drained the family of their money. i wish i could help but i don't have any money to give them. it is just a terrible situation.,"i recently learned that a close friend was confined to his home, where he was diagnosed with breast cancer two years ago.",0
the first time someone gave me flowers made me feel so special.,the first time someone sent me flowers made me feel so special.,2
i always get emotional when i think about my niece when she was born. it was one of the happiest moments in my life.,"when i remembered my niece was born, i was always emotional, and it was one of the happiest moments of my life.",2
"i was looking to adopt a dog and found one that i loved. by the time i was ready to adopt and get to the rescue shelter, somehow else had adopted the dog.","i wanted to adopt a dog, find the dog i loved, when i was going to adopt and get to the ambulance.",1
when my relationship ended it was very hard.,"when my relationship ended, it was hard.",1
yesterday i saw that bugs had eaten my dandelions in the garden. i had spent so much time watering and taking care of them. i was devastated.,yesterday i saw bugs eating my dude in the garden.,0
i was unable to help my friend who's in need. but i tried my level best to help her to solve the issue. she understand and get the issue solved through our another colleague.,"i couldn't help my friends who needed help, but i did everything i could to help her solve the problem.",0
i am so upset.  i found out today that i did not get the job.,i found out today that i didn't get this job.,1
i'm a bit unhappy with summer being almost over.,i'm a little upset that summer's almost over.,0
i just celebrted my first birthday without my grandmother.,i just celebrated my first birthday without my grandmother.,0
i lost my dog a few days ago. it was really sudden.,"i lost my dog a few days ago, really suddenly.",0
i was disheartened to learn the tv show colony wont be coming back,i'm very frustrated to hear that the colony of the tv show is not coming back.,0
i remember being a kid in the summer. it was awesome,i remember summer when i was a kid. it was great.,3
sometimes i just sit home and look at my kids baby pictures,"sometimes i just sit at home and watch my kids, baby pictures.",2
"when my aunt passed away, it was just bad. it was the worst thing to happen to me at that point","when my aunt died, it was just bad, and that was the worst thing that ever happened to me.",1
my best friend just left for europe. she'll be gone for 4 years.,my best friend just went to europe. she'll be gone for four years.,0
my neighbor's house burn down. we can't find where the cats went.,my neighbor's house was burned down. we couldn't find where the cat went.,1
i found a ring i thought i had lost recently when i was cleaning out my closet. it had belonged to my grandfather and it was very special to me.,"i found a ring that i thought i recently lost when i cleaned my closet, it was my grandfather's, it was very special to me.",2
i moved to another state and my family was left behind.,i moved to another state. my family was abandoned.,0
i spent an evening recently with my mom looking through old pictures.,i saw the old photos with my mom last night.,3
my sister had a miscarriage ,my sister had an abortion.,0
went back to my old town. met a lot of my friens from childhood.,"back in my old town, i've known a lot of my monks since i was a kid.",3
my father died after an illness and i felt as if i could not go on.,my father died when he got sick. i don't think i can go on living.,1
my dog died. she was 20 years old.,my dog's dead. she's 20 years old.,0
i forgot about my best friend's birthday last week and i felt like i betrayed him by forgetting about our long friendship.,i forgot my best friend's birthday last week.,0
"my best friend moved away, i am not happy.",my best friend moved out. i'm not happy.,0
a tree branch broke off the tree in our backyard yesterday during the storm. it hit our roof and i am just lost for words.,"during yesterday's storm, the branches of our backyard were broken, and the branches hit our roof.",1
my dog passed away and i cried.,my dog died. i cried.,0
i was reading the news and came across a story about children being killed in a fire. it hurt my heart to think about it.,"i read the news and saw the story of a child being killed in a fire, and thinking about it made me sad.",0
"seeing pictures from my summer vacation a month ago with my long distance girlfriend, makes me feel both happy and sad",it makes me happy and sad to see pictures of my long-distance girlfriend a month ago on summer vacation.,3
i was shocked when lebron left the cavs again,i was shocked when lebron left the hatch again.,1
"when i think about a certain even with my parents that involved a dinner party, i get very nostalgic. i just think it was a fun time and i miss it","when i was with my parents, thinking about someone, even at dinner with my parents, i was nostalgic.",3
i am heartbroken that lebron left for la,i'm heartbroken. lebron left it to la.,1
i miss being a kid. adulting is terrible,i miss being a kid. adults are scary.,2
 i get nostalgic thinking about all the games i used to lpay with my friends on our street,i was thinking about the game i played on the street with my friends.,3
i miss my old boyfriend. he is no good though.,"i miss my ex-boyfriend, but he's not a good guy.",3
i wish i could go back to the first date my girlfriend and i had,i wish i could go back to my first date.,3
"i miss being a kid and all the stupidity that came with it, i wish i was young again","i miss being a child and all the stupidity that comes with it, and i hope i'm young, and i hope i'm young again.",3
i was upset when the spurs traded away khawi leonard,i was depressed because of all the stimuli that traded cavileonard.,0
when i came across an old diary ,"when i saw an old diary,",2
"i miss being a kid, all the games i played with neighbors, just great times","i miss being a kid, all the games, me and the neighbors, just great times.",3
"had to leave my long distance girlfriend to go back home, after i had spent a month of time with her","after a month with her, i had to leave my long-distance girlfriend and go home.",0
the day i lost my father ,"the day my father died,",1
my 23 year old cat is missing. i have had her since i was a little kid. she has been gone for a week.,my 23-year-old cat is missing. i've been with her since i was a kid. she's been gone for a week.,1
"my cat is sick, i don't know what to do.",my cat's sick. i don't know what to do.,1
the day i had to put my dog to sleep ,i had to sleep with my dog that day.,0
i didn't get the promotion i worked so hard for. ,i didn't get promoted to work so hard.,0
i felt bad for a family member when they were going through hard times. i just made me care for them more,"when they went through difficult times, i felt sorry for a family member, and i just made me care more about them.",2
double dare coming back has taken me right back to my childhood.,double dare to come back has taken me back to my childhood.,3
my girlfriend of 10 years broke up with me yesterday.,my 10-year-old girlfriend broke up with me yesterday.,0
when i was browsing the internet i suddenly remembered a old game i played when i was a kid. i found the game on the internet and then played it. i had such a crazy time remembering all of it.,"when i went through the internet, i suddenly remembered an old game i played as a child, and i found it on the internet.",3
my niece will soon turn 20 and as she was discussing her birthday plans all i could think of was a time when she was small.,"my niece will soon be 20, and when she's discussing her birthday plan, all i can think of is when she's young.",3
"i lost over $10,000 in an investment.","i lost more than $10,000 in my investment.",1
there were a lot of reasons why i needed to put my pictures of my mom away after she died but i found one this morning out of nowhere and it brought back some great memories instead of tears for once.,there are many reasons why i need to take my picture after my mother's mother died but i found one this morning that came from nowhere...,2
"when my aunt passed away randomly, it hurt. it was just so random it killed me","when my aunt died suddenly, it hurt, it hurt, it was so messy, it killed me.",1
my cousin moved to another state. i miss her so much,my cousin moved to another state. i miss her.,0
"i left my phone on the bus last night as i was coming home, i am still very upset,",i left my phone on the bus last night when i came home.,0
i was sad to see lebron go to the lakers,i'm sorry to see lebron go to the lakers.,1
i felt bad when my mom got sick. i had to take care of her,i felt bad when my mom got sick. i had to take care of her.,2
my girlfriend of 3 years broke up with me the day of going to college. i couldn't focus that day and i felt depressed.,"my three-year girlfriend broke up with me on the day of college, and i couldn't concentrate that day.",0
i think i'm goin to be in school forever.,i think i'll stay in school forever.,1
i was devastated when my dad passed away. it was just hard,it was hard for me when my dad died.,0
"my grandmother, who raised me, just passed away unexpectedly.  i don't know how to process this!",my grandmother raised me and suddenly died. i don't know what to do!,1
one of my good friends moved a few states away.,one of my best friends moved out of a couple of states.,0
i am devastated.,i'm so sad.,0
i miss timed with my parents. like watching games and things,"i missed my time with my parents, like watching games or something.",3
me and my sister were yelling at each other then my brother came up to us. he ended up telling us he found grandma dead on her bed downstairs.,"my sister and i were yelling at each other, and then my brother came to us.",1
i often think back to my younger days when i enjoyed playing baseball as a kid.  watching the all-star game brought back such vivid memories of my youth.,watching the all-star game brings back memories of my youth.,3
i was upset when my dog ricky went missing,"i was depressed when my dog, ricky, disappeared.",0
i was happy when my brother got married. he deserved it,my brother was happy when he got married. he deserved it.,2
promotion results came out today and i wasn't chosen for the new job.,"i moved out today, and i wasn't chosen for a new job.",1
"i miss having a summer holiday like when i was a kid. when i was a kid, during summer, i was meeting my cousins and we had a lot of fun.","i miss a summer vacation like a kid... when i was a kid, in summer, i met my cousins, and we had fun.",3
i miss when my children were babies. they were the sweetest.,"when i miss my children as babies, they're the sweetest.",3
i was devastated to find out my cousin passed away in a tragic car accident.,i was sad to find my cousin dead in a tragic car accident.,1
"yesterday, i got fired from my job. i was so sad.",i got fired yesterday. i'm so sad.,0
the best radio station play older music. its so much better.,the best radio station plays ancient music. much better.,3
my friend's mom isn't doing too well.,my friend's mother is not well.,1
found someone's scarf the other day and returned it to her. she completely bawled.,she found someone else's scarf the other day and gave it back to her.,2
i didn't do well on my job interview.,i wasn't very good at the interview.,0
all of the good shows are ending. it really ruins tv for me.,all the good shows are over. it really ruined my tv.,0
i am upset brian lawyer died.,i'm not happy that lawyer brian died.,0
watched an old tv show that i used to watch with my ex-girlfriend. made me yearn for those past times. but trying not to get too down in the dumps about it.,"i used to watch tv with my ex-girlfriend, making me yearn for those days, but try not to get caught in the trash.",3
"watched an old tv show i watched as a kid--a cartoon. reminded me of the time i used to spend with my brother after school, when there was nothing we had to care or worry about","remind me of the time i spent with my brother after school, when we had nothing to worry about or worry about.",3
"yesterday, my grandmother was admitted to the hospital for cancer. i was sad.","yesterday, my grandmother was hospitalized for cancer. i was sad.",0
"about four years ago, my apartment was robbed. i discovered the state of my apartment. everything turn over, any object that had some value was taken. i was totaly destroyed.","about four years ago, my apartment was robbed, and i discovered the condition of my apartment, and everything turned upside down, and everything that was valuable was taken away, and i was completely destroyed.",1
i couldn't find my debit card all week and i've finally given. i think i have to get it replaced.,"i couldn't find my debit card all week, and i finally gave it.",0
"my car was broken into last night. i lost my laptop, loose change i had in the cupholders, my gps, and they yanked my radio set out.","my car was broken into last night, and i lost my laptop, my g.p.s. change, and they pulled my radio out.",1
there are times when i wish i could i had not sold my nissan maxima.  i have an suv but i miss the sedan.  i miss driving closer to the ground and having better gas mileage.,sometimes i really wish i didn't sell nissan's highest standards.,2
the edm concert was pure bliss. but i think it was the drugs...,"edm's concert is pure happiness, but i think it's drugs...",3
i miss my father so much.,i miss my father so much.,2
my dog died last week. it was one of the worst days of my life.,my dog died last week. it was one of the worst days of my life.,0
i miss being a kid and not having bills.,i miss being a kid and i don't have a bill.,3
i was visiting my parents last month and tool a ride to my old highschool.,i visited my parents last month and took a ride to my old high school.,3
one time i was doing a really important art project for a contest and i had put in 8 hours of work into my piece and then my mom ripped it.,"once i was doing a very important art project for a competition and i spent eight hours working on my work, and then my mom ripped it apart.",1
my laptop was destroyed when my toddler spilled water on it. i was so upset because i lost all of the baby photos that i had stored on it. ,"my laptop was destroyed, and when my baby spilled water on the laptop, i was so sad because i lost all the baby pictures i had stored.",1
my dog is missing. we have been looking for her for almost a week. he is a three year old rescue dog that we have only had for a few months.,my dog's gone. we've been looking for her for almost a week. he's a three-year-old rescue dog.,0
i miss my grandmother. she passed away last year.,i miss my grandmother. she died last year.,0
i just broke up with my boyfriend of 8 years. i am beyond distraught.,i just broke up with my boyfriend for eight years. i'm not upset anymore.,1
i applied for a job online. i didn't get approved.,"i applied for an online job, but it wasn't approved.",1
i get sentimental thinking about all the great times i had as a child on my street growing up,i've had a lot of feelings and feelings about the good times i've had in my childhood when i grew up on the street.,2
my grandmother passed away two weeks ago. i used to see her everyday and its been really hard lately.,my grandmother died two weeks ago.,0
"i get sentimental thinking about the old days when i used to go play outside all the time with neighbors, those were such great days",i used to have fun out there with my neighbors.,2
"i was sad when my grandmother passed away, that was not a good time in my life ","when my grandmother died, i was sad, and it wasn't a good time in my life.",0
"i get nostalgic about the old pokemon games, i loved playing them as a kid",i don't care about old pokermont games. i used to play these games when i was a kid.,3
"i get sentimental about my family sometimes, i just really love them a lot",sometimes my feelings for my family are emotional. i just love them very much.,2
" i was devestated when i lost my grandmother, we were very close","when i lost my grandmother, i was defeated. we were close.",1
i had a wonderful holiday to disney world when i was about 12.,"when i was 12, i had a wonderful vacation in disney world when i was 12.",3
"i get nostalgic thinking about pokemon when i was younger, i had so much fun with that gamer","i was thinking about pokokemon when i was a kid, and i had a great time with that player.",3
"i was devestated when my grandmother passed away, i was unsure what to do with myself for a long time after","when my grandmother died, i was defeated, and i didn't know what to do with myself.",1
"i really like my brothers, they mean a lot to me even if it is frowned upon to express it","i really like my brothers, and they're important to me, even if they say it's cynical.",2
i sure do miss the good old days of my childhood.,i do miss the good times of my childhood.,3
"my beloved tabby/calico mix cat, callie, was out in our yard sunning and playing. a stray pit bull came into the yard, caught her and shook her like a rag doll, and killed her.","a stray bull ran into the yard, grabbed her, shook her like a doll, killed her.",1
my cat recently died. i had her since i was 5 years old. she was 23. i feel so lost and lonely without her.,"my cat died recently, and i've given birth to her since i was five years old.",1
 i just learned that i field my final exam. i was planning on taking the summer off but now i have to take the class over instead.,"i was going for the summer, but now i have to go to class.",1
i visited my home town over the holidays. i drove past my old neighborhood and could help but feel nostalgic.,"i visited my home on holidays, and i drove past my old neighbor, and i could help, but i felt nostalgia.",3
it makes me think of the good old days when i was a kid when i listen to the music in my aunts car,it reminds me of my childhood when i was listening to music in my aunt's car.,3
i went to my old workplace. a lot of my coworkers were still there. i miss them sometimes.,"i went to my former workplace, where a lot of my colleagues were still.",3
i was driving the other day and a little turtle was in the road. i turned around and went back to get him before he got ran over and didn't make it. ugh. he got hit and smashed that fast before i could get him,"i drove the other day, and there was a little turtle on the road.",1
"there's a restaurant i go to often with my family. after all these years, they're closing down.",there's a restaurant where i live with my family. they've been closed for years.,2
i remember a time when i actually had my entire family together for the holidays. it was really nice,i remember a time when i spent the holidays with the whole family.,3
i love looking at my kids baby pictures. they were so sweet.,"i like to look at my baby pictures, and they're so sweet.",2
i was so stressed the other day... ,i was under a lot of pressure that day...,1
seeing kids play in my neighborhood reminds me of playing as a child.,"i saw the kids playing around, reminded me to play when i was a kid.",3
