text,aug_text,label
"my child lied to me, and went somewhere he shouldnt have went. ",my kid lied to me and went where he shouldn't have gone.,2
i am ashamed when i cheated on the test.,i was ashamed when i cheated on the test.,1
some left their garbage outside of the dumpster in my apartment complex. now at night there are a bunch of raccoons outside.,"some people throw garbage out of the garbage out of my apartment building, and now there's a bunch of raccoons out there at night.",0
i ordered mcdonalds yesterday and since my lazy daughter wouldn't get out of bed i ate her food. i kind of fell bad about it.,yesterday i ordered mcdonald's because a lazy girl doesn't get out of bed and eats her food.,3
i am ashamed i lied to the police.,i'm ashamed i lied to the police.,1
i ordered $20 in krystals the other day. it was terrible.,i ordered the 20-dollar crystal that day. it was horrible.,2
"hi, how are you?","hi, how are you",0
i feel bad i stole the cookie.,i think it's a shame i stole cookies.,3
my ex didn't show up to court again. he is always wasting my time.,my ex-husband hasn't appeared in court again. he's always wasting my time.,0
i was very furious the other day when someone scratched the backend of my car.,i was so angry when someone scratched my back end of the car that day.,2
"i recall a time when i had to go to my cousin's birthday part, and i overslept! i felt really guilty about that.","i remember one time i had to go to my cousin's birthday, and i overslept!",3
i broke a vase at my mom's house and hid it. i still haven't told her about it.,i broke my mom's vase. i hid it. i haven't told her yet.,3
when i was young i was pretty hyper. but when we had a connect four tournament at my school i back seated someones match. i didn't point anything out really but they gave them a lose and it got me really mad i threw a chair in class.,"when i was young, i was very excited, but when we had four leagues at school, i sat in the back with someone, and i didn't point out anything, but they gave them a failure, which made me angry, and i threw a chair in the classroom.",0
my kids were being bad and i yelled at them.,my kids are bad. i yelled at them.,3
i saw that my coworker left food in the fridge and hat not eaten it in 2 days. i ate it myself and i felt bad,i saw my colleagues leave their food in the fridge. the hat hasn't eaten in two days.,3
i once broke a fax machine my parents spent a lot on. i felt bad about it since it wasn't what i meant to do. he ended up throwing the fax machine around the room.,"i broke a fax machine once, and my parents spent a lot of money, and i felt bad about it because it wasn't what i wanted to do, and he finally threw it in the room.",3
i was angry when my brother ruined the result of a football game. i recorded it to watch later,my brother ruined the results of the football game. i was angry. i recorded it.,0
"my apartment flooded in a storm about a month ago, and the contractor who is supposed to repair the damage has taken three weeks instead of the three days he said it would take to do the repairs.","about a month ago, my apartment was flooded by a storm, and the contractor who was supposed to repair the damage took three weeks, instead of the three days he said he was going to fix it.",2
my boyfriend cheated on me while i was away visiting family.,"when i went out to visit my family, my boyfriend betrayed me.",0
"i accidentally ate a piece of cake that my mom made for my dad as a special gift, i felt pretty bad about it.","i accidentally ate a cake my mom made for my dad as a special gift, and i felt very bad.",3
i was felt this way when i failed passing to the 10th grade.,"when i got to the tenth grade, i felt it.",1
"i stayed up later than i had planned last night and had one too many beers, so i had to call out at work today since the hangover was that bad.","i slept late than i planned last night, and i drank too much beer, so i have to go to work today because the hangovers are bad.",3
i cheated on my boyfriend one time. i highly regretted it.,i betrayed my boyfriend once and i regret it very much.,1
i broke my phone,i broke my call.,0
i was on maternity leave but still working from home some.  my boss would call and scream at me about things that happened while i wasn't even there.,"i was on maternity leave, but i still worked at home, and my boss would call me and yell at me, saying that i was not even there.",2
i get mad when i fail at school.,i got angry when i was out of school.,0
i snapped at a sales lady for not honoring the price of something that was not labeled correctly. she ended up being very nice and helpful. i was embarrassed with how i acted.,"she ended up being very friendly and helpful, and i was embarrassed about what i did.",1
i wish i never lied to my dad.,i wish i'd never lied to my dad.,3
i am so mad at my son.  i asked him three times to do his chores and he still hasn't done them.,i'm mad at my son. i asked him to do domestic chores three times. he hasn't done it yet.,0
i yelled at my girlfriend once about not saving money. she cried and i shouldn't of bee so harsh on her. made me feel real bad about it.,"i yelled at my girlfriend once, saying she didn't have any money, and she cried, and i shouldn't be so hard on her.",1
i am so angry at donald trump.,i'm so mad at donut king.,0
i wish i didn't cheat on my girlfriend.,i wish i hadn't betrayed my girlfriend.,3
i am upset that england lost in the world cup.,i'm not happy with england's lost cup in the world cup.,0
i am embarrassed to be a cleveland browns fan.,i'm embarrassed to be a brown fan.,1
i feel bad for cheating on my now-ex girlfriend.,i'm sorry about my ex-girlfriend's affair.,3
sometimes i just eat because i know there is food in the kitchen. i feel bad.,sometimes i eat because i know there's food in the kitchen.,1
one time i went to a restaurant with all my friends and i forgot to invite one of my close friends. i felt so bad!,"once i went to the restaurant with all my friends, and i forgot to invite a close friend of mine.",3
my mother in law always lies and exaggerates everything.  it's very frustrating and causes fights between us.,"my mother was lying legally, exaggerating everything, frustrating and giving rise to a fight between us.",0
"when my brother got suspended from high school for something he did not do by a vindictive teach, it really made me angry","when my brother was suspended from high school because he didn't do anything, and he didn't do a retaliatory teaching, it really pissed me off.",0
one time i took my friend's cream soda from the fridge.  i didn't think it was a big deal until i found out he had driven 5 hours up north just to get them and they were very expensive.  i felt pretty bad after that,"once i took my friend's cream soda from the fridge, and i didn't think it was a big deal until i found out he was driving five hours north to buy it.",3
i ate a piece of cake my mom was saving for my dad and i felt like i betrayed him a bit.,my mom saved a piece of cake for my dad.,3
one time i waited over an hour at the dps office to get my drivers license renewed. just as it was about to be my turn the lady working there shut it down and said i would have to come back the next day.,once i waited for more than an hour in the dps office to update my driver's license.,0
i felt this way after not returning to work after my maternity leave.,that's what i feel when i don't go back to work after my maternity leave.,3
i once took my friends left over food and lied about it. i felt really bad afterwards.,i used to take my friends for the rest of the food and lie about it.,3
"at work today, i got blamed for a problem that i had nothing to do with.  a report was written incorrectly, and i was blamed for the incorrect figures even though i didn't provide them.","one of the reports was wrong, although i didn't give the wrong number, and i blame the wrong number.",0
i was very sick one day and we had to go to the local er.  they were so inept and spent much of the time talking about their divorces while i was so nauseous.,"they're so incompetent, they spend a lot of time talking about divorce, and i'm so sick.",2
"a couple years ago someone tried to steal my phone cause they thought i wasnt looking, was super annoying.",some people tried to steal my phone a few years ago because they thought i didn't look at it.,0
a guy almost crashed into me a week ago. it was really frustrating because he ran a redlight,it's really frustrating that a guy almost hit me a week ago because he sent out a red light.,0
i can't believe i didn't listen to my child when they told me that someone is picking on them. i feel terrible now he doesn't want to go to school any more.,i can't believe i didn't listen to the kids. they told me someone was flirting with them.,1
i was at the gas station filling my car up with gas and this guy pissed me off. he kept looking at my butt and making comments.,"i was at the gas station, filling my car with gasoline, and this guy pissed me off, and he kept looking at my ass and commenting.",0
i blamed eating someone's toast on my dog.,i blame my dog for eating other people's toast.,3
i am furious at donald trump,i'm angry at sweet king.,2
sometimes i wonder where my life would be if i decided to not go to college. i feel embarrassed to say my major did not work out for me...,sometimes i wonder what my life would be like if i decided not to go to college.,1
i went into my cousins kitchen and drank all his beer.,i walked into my cousin's kitchen and drank all his beer.,3
someone cut me off on the road and almost caused me to wreck.,"someone stopped me on the road, almost killed me.",0
i felt so bad when i saw that i had accidentally run over my neighbor's rose bush. she worked so hard growing her flowers.,"when i saw my neighbor's rose bushes, i was so sad, she worked so hard to plant them.",1
i spent a long time making cookies and my family ate most of them without asking.,i spent a lot of time making cookies and my family ate most without asking.,2
 i was really upset when i found out that the dallas cowboys were going to let go of dez bryant. i think he's a really good wide receiver if only he wouldn't run his mouth.,i was really upset when i found out that the dallas cowboy would let dez bryant go.,0
"i was furious when the distracted driver swerved in front of me, causing me to slam my brakes. i wasn't surprised when i saw the lady yakking on her cell phone.",i wasn't surprised when i saw that lady on the phone.,0
i am so mad! all my boyfriend does is play video games 24/7.,i'm crazy. my boyfriend just plays video games all day long.,2
"one time i saw a 64gb flash drive plugged into a computer. i really needed one so i just took it since it didn't have any information on it, but i couldn't help but feel bad about it.","one time i saw a 64gb flash drive stuck on a computer, and i really needed one, so i took it away, because it didn't have any information, but i couldn't help feeling bad.",3
i wish i hadn't eaten all my kids' halloween candy. they were wondering why their stash kept getting smaller and smaller. i am so hooked to sugar!,they want to know why their collections are getting smaller.,3
i was in a queue and some idiot stepped on my toes without apologizing ,i'm in line. some idiot stepped on my toes and didn't apologize.,0
i was on one of my social media sites and ignored a message from one of my friends who said she really needed someone to go with her to an appointment for her mom so she didn't have to sit by herself in waiting room while her mom was in the back talking with doctor. come to find out her mom had cancer and my friend just wanted me there for support.,"on a social media site, i ignored a message from a friend of mine, who said she really needed someone to see her mother's appointment, so she wouldn't have to sit in the waiting room alone.",3
"a few years back, i drank some of my mother's rum and didn't ask her. she found out and scolded me for it and it made me feel bad.","a few years ago, i drank my mom's rum, didn't ask her, and she found out and scolded me, which made me sad.",1
my coworker lost his job today. he was held responsible for the offence i committed. now i feel bad about it.,my colleague lost his job today. he's responsible for my crimes.,3
i ate the last one of my wife's favorite cookies.,i ate my wife's favorite cookies.,3
i hate when people are unfaithful to there relationship,i hate when people are unfaithful to the relationship there.,0
"i didn't feel great one time when i showed up at court drunk. i panicked at every minute hoping not to be caught, and eventually later court dates i was thrown down in a jail. i was ashamed of myself. ","i'm always afraid i won't be caught, and eventually the court date is thrown into prison, and i'm ashamed.",3
when my friend got a scholarship that i didnt i felt jealous but i felt bad that i was jealous and not as happy for him,"when my friend got the scholarship, i wasn't jealous, but i was sad, and i was jealous, and i wasn't happy for him.",3
i was angry when my car peed on the rug.,i was angry when my car peed on the carpet.,0
my cat vomited on my favorite shoes and i was so mad about it.,my cat threw up on my favorite shoe.,0
i was waiting for a package and i watched the mailman drive by my house without delivering it.,"i was waiting for a package, and i watched the mailman drive through my house, but it didn't come.",0
"when someone tell me a lie and i found it,i was at the peak of furious ","when someone told me a lie, i found it, and i was at the height of anger.",2
"someone tried to take my computer when i wasnt looking the other year, super annoyed by that.","someone tried to take my computer when i didn't look at another year, super upset.",2
it's tough to find good online work. i have bills to pay and it's really eating me up. ,"it's hard to find a good online job, and i have bills to pay, and it really devours me.",2
i cheated on my girlfriend once.,i betrayed my girlfriend once.,3
my sister stole money from me once.,my sister stole money from me once.,2
i regret my last boyfriend. i hate to even tell people we dated.,i regret my last boyfriend. i don't even want to tell anyone we dated.,1
yesterday i passed a beggar while walking on the street and i didn't give him any money.,i walked by a beggar on the street yesterday and didn't pay him.,3
some sad individual could be calmed down by a sweet word,someone who's sad can calm down with sweet words.,0
"i was charged by a subscription magazine, even when i cancelled my subscription a month ago.  now i have to call or write to them and lose a lot of time.","i've been charged for subscriptions to magazines, even if i canceled my subscription a month ago, and now i'm gonna call them or write them a letter, and i'm gonna waste a lot of time.",0
i get furious when i see politicians argue between themselves. ,i was so angry when i saw politicians arguing with each other.,2
my friend slapped because he saw me dkscussing with his fiancee ,my friend was slapped because he saw me hanging out with my fiancée.,0
i finished last in a race were there were 500 people even when i was younger than most of them.,i ended up in a game with 500 people even when i was younger than most.,1
i felt guilty when i was in college and i cheated on a test,"when i was in college, i felt guilty. i lied to the test.",3
i feel guilty when i don't fulfil my promises ,i didn't keep my promise. i felt guilty.,3
my ex was supposed to bring by $200 today and he doesn't have even half of that. i'm so mad.,my ex-husband was supposed to bring $200 today. he couldn't even get half.,2
i saw a fly in the food that i was served at the resturant,i saw a fly in the food. i was sent to the canteen.,0
i sometimes like my kids better when they take a nap. they arent loud then.,sometimes i like my kids better when they're taking naps.,3
"there was a time when i spilled a bowl of cheerios. i flew into a fit of rage so severe that i passed out for a couple of minutes, only to wake up, finding myself in the puddle milk and spilt cheerios.","one time, i spilled a bowl of cheese, and i flew into the heat of anger, and i fainted for a few minutes, and i woke up, and i found myself in a puddle of milk.",2
i didn't told a friend we were going to hike in the mountain because last time she was so slow and we had to wait for her i feel bat about it now.,"i didn't tell my friends we were going up the hill because the last time she was so slow, we had to wait for her and i'm feeling great right now.",3
im tired of paying rent. id rather have a mortgage and own my home,i'd rather have a mortgage to own my home.,0
"when i got in trouble with the law for the first time, it was a shameful experience. i was more sad that i let me dad down.","when i first broke the law, it was a shameful experience.",1
when i ordered food and it was bad ,"when i ordered, it was bad.",0
i felt at fault for letting my credit card debt get out of control. i still haven't told my husband just how much i owe on the card.,i think it's wrong to get my credit card debt out of control.,3
"i was driving down the street and this car came flying out of a side-street and was very close to hitting me, i was quite angry.","i was driving in the street, and this car came out of the street, and it almost hit me.",2
"hi, i feel bad after my reaction to brother joke.","hey, i feel terrible about my response to my brother's jokes.",3
i ordered a pizza the other day and ate all of it before my kids got up. i felt bad after.,"i ordered pizza the other day, ate everything, and then i felt bad before the kids got up.",3
 i went out with a couple friends to a local bar and we were having a great time. then my friend said he was going to step out and do some drugs and i knew my friend for years and i told him no just stay and party with us but he declined and i started yelling at him and he punched me. i felt like he chose the drugs over our friendship,"i went to a local bar with a few friends, and we had fun, and my friend said, ""he's going out on drugs, and i've known my friend for years, and i told him not to stay here and party with us, but he refused, and i started yelling at him, and he hit me, and i think he chose drugs, not our friendship.",0
my son always unplugs my phone while im a sleep and lets the battery die. i am sick of it.,"my son always pulls out my phone while he's asleep, and the battery's out, and i'm sick of it.",2
"i accidentally left my dog outside in the heat too long about a week ago and he almost got heat stroke, i felt really bad.","i left the dog outside a week ago, and it was too hot for him.",3
someone hit my car during the night.,someone hit my car at night.,2
i and my friend got into fist fight while playing football,me and my friends fought and boxed while playing football.,0
a car hit me about 10 years. i awoke up in the morning naked and two womens wasking me for chirurgical operation. i felt so bad to be naked in front of people i don't know.,i woke up this morning naked.,1
i haven't made a home cooked meal in a while. we've been doing fast food every day.,i haven't cooked in a long time. we make fast food every day.,1
my internet is started to act weird and its making me mad.,my internet is starting to get weird. it makes me angry.,2
"i tried to steal some tuna and crackers from a gas station. my boyfriend and i were broke and traveling on a greyhound, and we were so hungry. i got caught by an officer and felt so stupid","i wanted to steal some tuna and cookies from the gas station, and my boyfriend and i were smashed, and we were on a grey dog trip, and we were starving.",1
one time i threw a vase down the stairs. the vase broke and i blamed it on the dog. it didn't feel right after doing that.,"once i threw the vase down the stairs, the vase broke, and i blamed it on the dog.",3
one time my brother stole my nintendo 64. i was so mad at him i went into his room and beat him up.,"once my brother stole my 64th news, and i was mad at him, and i walked into his room and beat him up.",2
so i was at a friends house and our kids were running around playing games. while chasing eachother my small child bumped into a vase that fell over and broke! my friend was so understanding but i still felt really bad! i helped clean it up with her. ,"my friend understands, but i still feel bad about it!",3
i got my promotion results back the other day and i didn't get selected. i was so angry!,"i got a promotion that day, but i wasn't selected. i'm so angry!",2
my daughter is being bullied at school and her teachers aren't doing a thing about it.,"my daughter was bullied at school, and she doesn't know anything about it.",0
i ordered chicken the other day and it was still pink on the inside.,i ordered chicken that day. it was still pink.,0
i feel horrible.  i cheated on my husband last night.,i betrayed my husband last night.,1
i'm about to order lunch for myself and not my kids. i feel bad.,i'm gonna order my own lunch instead of my baby.,3
"i was recently really excited for a baseball game, but when we got there there was heavy rain and they cancelled the game.","i've been very excited about baseball lately, but when we got there, it rained, and they canceled the game.",2
"i worked so hard on a project, and someone stole it and presented it as their own.","i worked hard on a project, someone stole it, and took it as their own.",0
my uber had me late to work this morning. i was not happy.,i'm late for work this morning. i'm not happy.,0
my nephew told me once of something really stupid that he would do if the situation arose.,my nephew once told me a very stupid thing that he would do if something happened.,0
i failed my final exam. now i'll lose my scholarship.,"my finals failed, and now i'm losing my scholarship.",1
i put in vacation request since january for next week. and now they're telling me they're too busy to let me go.,"i applied for next week's vacation, and now they say they're too busy to let me go.",0
"i'm sitting my friend's house while she's on vacation. while mowing her lawn, a rock hit her window. i feel so bad.","i sat at my friend's house, she was on vacation, mowing the lawn, and a rock hit her window.",3
i cheated on my girlfriend.,i betrayed my girlfriend.,3
"one christmas when i was thirteen years old, i did not get the play station that i wanted.","a christmas when i was 13, i didn't get the game table i wanted.",2
i am mad at my friend eric,i'm mad at my friend eric.,2
"everytime my wife buys food, i eat all of the cookies before she can get any.","every time my wife buys food, i eat it before she eats cookies.",3
"i failed my test last week, i am disappointed.",i failed my exam last week. i'm disappointed.,1
i lied to my girlfriend about how much education i had,i lied to my girlfriend about how educated i was.,1
i cost my team the game last night.,last night's game cost my team a lot.,3
"my dog was running around in my yard the other day, and she came inside and was being really mean to everyone. upon closer look she had a splinter in her paw from wood that my other dog chewed up on the porch that i had not cleaned up yet. i felt bad.","my dog ran around my yard the other day, and she came in mean to everyone.",3
i was driving through the parking lot the other day and someone backed into my new suv!,i drove past the parking lot the other day and someone got back to my new suv!,0
asked a relative to care for our pet while we were gone and the dog ended up missing.,"when we left, a relative took care of our pets, and the dog disappeared.",0
"my friend and i got into an awful fight, she won't forgive me.",i had a fight with my friend. she won't forgive me.,1
i told something to someone that i had promised to keep a secret.,i told people i promised to keep a secret.,3
all my neighbors constantly want to get together to gossip and talk bad about the people who live across the street. i'm sick of it!,"all my neighbors always wanted to get together, gossip, talk bad about people across the street, and i'm sick of it!",0
somebody said something about me that was not true.,someone said something about me that's not true.,0
i was expecting our anniversary avidly. but on the day my betterhalf had work in her native place. so she went and i was alone here. also in mind pressure she forget to wish me.,"i was eagerly looking forward to our anniversary, but that day i had a better half to work in her hometown, so she left, and i was alone here.",0
i felt guilty when i broke the window in our house,"when i broke our window, i felt guilty.",3
i felt guilty when i broke our house window with a football,i felt guilty when i broke our window with a football.,3
"sometimes even though i have a girlfriend, i wonder what it'd be like to be with someone else.","sometimes i have a girlfriend, but i don't know what it's like to be with someone else.",3
i got mad when i lost my dog,i was angry when i lost my dog.,0
last week was my friend's birthday. i always take her to dinner for her birthday and buy her a drink. i totally forgot about her birthday.,last week was my friend's birthday.,3
i was upset when my dog ran away,i was sad when my dog ran away.,0
when i lied to my dad ,"when i lied to my dad,",3
"i was ashamed wehn i failed my first test in college, i thought i was doing well",the first college exam failed. i think i did a good job.,1
i am so mad that i have to go back to school.,i'm so angry that i have to go back to school.,2
i think i sometimes enjoy it too much when my kids leave for the weekend.,"i think sometimes when my kids left for the weekend, i enjoyed it too much.",1
yesterday was my brother's birthday and i forgot to call him. i always call him on his birthday and we go to lunch. i feel so bad.,"yesterday was my brother's birthday, and i forgot to call him.",3
my child lied to me ,my kids lied to me.,2
"i recently got in trouble at work for not making my schedule, but it is their fault because they gave me one they knew i couldn't work.","i've been in trouble at work lately because i don't have a schedule, but it's their fault, because they gave me one of them who knows i can't work.",0
i was furious when i found out a classmate was being cruel to my daughter,"when i found out that a classmate was cruel to my daughter, i was angry.",2
my light bill was super high,my light costs a lot.,0
i felt bad when i missed my cousin wedding. i knew he wanted me to be there,i was sad when i missed my cousin's wedding.,3
i was happy my sister was fired from her job. thats bad.,i'm glad my sister got fired from her job.,1
i got a final warning at work today for something i didn't even do!,i got my last warning today at work for something i didn't even do!,0
i did mistake in my work. my manager corrected me but he didn't scold me. though he didn't say anything i feel ashamed about it.,"my manager corrected me, but he didn't yell at me, even though he didn't say anything, and i was ashamed of it.",3
i worked so hard on a project to find out that they had 2 teams working on the same thing.,i worked hard on a project to find out they had two teams doing the same thing.,0
when i found out my roommate hadn't paid rent for 2 months i got really mad. he had wasted all my money for rent on other stuff for himself.,"when i found out my roommate hadn't paid the rent for two months, i was so angry that he wasted all my money.",2
i yelled at my kid earlier because i had a headache.,i yelled at the kid before because i had a headache.,3
i am so pissed of at president trump,i'm so mad at the president.,0
i took credit for some work that wasn't mine.  my coworker has not found out yet.,my job isn't mine. my colleagues haven't found out yet.,3
i stole from the store as a child ,"when i was a kid, i stole from the store.",3
i got really mad when i failed a final in college. i just did not try hard enough,i was angry when i failed my final exam. i just didn't try.,0
"in elementary school, i forgot to do an assignment once. instead of telling the teacher this i stole my friend's french assignment and erased his name and handed it in as my own.","in primary school, i forgot to do a mission, not to tell the teacher that i stole my friend's french assignment.",3
once my brother stole a pizza i made from me. he says he didn't each it even though i found him with a paper plate with fresh pizza sauce on it.,my brother stole my pizza. he said he didn't steal every pizza.,0
once i stole from my mother purse. i did this because i wanted to buy a video game. i got caught and i felt so bad after she got mad at me.,"i stole it from my mother's wallet once, and i did it because i wanted to buy a video game.",3
my sister had my laundry for two days and is sending it back dirty.,my sister washed my clothes for two days and made it dirty.,0
i order food almost every day now. i will never get healthy,i order food almost every day. i'll never be healthy.,3
i was upset when my dog ricky went missing,"i was depressed when my dog, ricky, disappeared.",0
my dog pooped on the carpet yesterday.,my dog shitped on the carpet yesterday.,2
i once was caught making out with my girlfriend at a family dinner. i didn't think they would find us out.,i made out with my girlfriend at a family dinner.,1
i said that i was going to exercise more. i haven't done anything.,i said i'd do more exercise. i didn't do anything.,3
"last night, i felt extremely guilty. i ate 12 big mac's from mcdonalds.","last night, i felt very guilty. i ate 12 bucks of mcdonald's mcdonald's mcdonald's.",3
i was so mad at my coworker.  he left for an extended work deployment and i inherited all his unfinished work.,"i'm angry at my colleague, who left in order to extend his deployment, and i inherited all his unfinished business.",2
i lied to my girlfriend once about how much education i had because i felt she would leave me otherwise,"i lied to my girlfriend once about how much i was educated because i thought she'd leave me, otherwise...",3
i spend way too much money on food. its getting bad.,i spent too much money on food. it's getting worse.,3
i lied to a cop about why i was speeding and immediately felt guilty about it.,i lied to a cop why i was speeding and immediately felt guilty.,3
my coworker blamed his bad work mistake on me.,my colleagues blamed me for the wrong job.,2
i pirated a few games that i'm really enjoying and feel guilty for not supporting the developers.,i embezzled some games and i really enjoyed and felt guilty because i didn't support developers.,3
"yesterday, i took a flight. during the flight, i went to toilet and came just after me. she kept knocking on the door repeatedly, aggressively and multiple times.","yesterday, i was on a plane, and during the flight, i went to the toilet, followed me, and she kept knocking on the door, knocked on the door, knocked violently and knocked on the door several times.",0
i can't believe my favorite restaurant was closed today. i was so upset.,i can't believe my favorite restaurant was closed today.,0
"once my uncle made racist comments towards me. i told him it's not funny, thinking he was joking. turns out he was serious, and all he did was make more racist remarks.","i told him it wasn't funny, and thought he was joking, and i thought he was joking.",0
i am so mad that i couldn't go to disneyland.,i can't go to disneyland.,0
i can't believe i lied to my mother.,i can't believe i lied to my mother.,1
my pizza didn't arrive on time last night - it was an hour late!,my pizza didn't arrive on time last night. it was an hour late!,0
i went to traffic court thinking that my ticket would be thrown out but the judge wouldn't give me any lenience. ,"i went to the traffic court and thought my ticket would be thrown out, but the judge wouldn't give me any kind of grace.",2
i wish i could of said goodbye before my friend died.,i wish i could say goodbye to my friend before he dies.,3
"yesterday, i didn't take out the trash. i feel so bad for my wife who has to put up with the smell.","yesterday i didn't take out the trash, and i felt sorry for my wife, who had to endure the smell.",3
i haven't even tried my new diet yet. i think i'm doomed to be fat forever.,"i haven't even tried my new diet yet, and i think i'm destined to be fat forever.",3
for the third time in two weeks someone at work has stolen my lunch and no one will admit it.,"for the third time in two weeks, someone stole my lunch. no one's gonna admit it.",2
one time i was slap boxing with a friend. we were in the school gym and there was plenty of space. my friend was backing up and accidentally stepped on a girl's face and she started crying.,"one time i was boxing with a friend, and we had a lot of space in the gym, and my friend retreated and accidentally stepped on a girl's face, and then she started crying.",3
a guy out in traffic getting mad at me and then giving me the finger when he is in the wrong,a man in traffic jam pissed at me and then gave me his finger when he was wrong.,0
my friend took my car without permission a few days ago. literally...without even asking me!,my friend took my car without permission a few days ago and didn't even ask me!,0
i was so upset when michael jackson died.,"michael, i was so sorry when jackson died.",0
"when strange men come on my property, swearing and smoking and leaving their butts.","when strangers come to my property, swear and smoke and leave their ass.",2
"my mom said i had to get rid of our family dog because she was allergic. i cried for a week it was unbearable, i resented her.","my mom said i had to get rid of our dog because she was allergic, and i cried for a week and it was unbearable, and i hated her.",0
i gave my buddy money to buy me a huge roll of toiletpaper from costco but he used the money for other things,"i paid my friend to buy me a roll of toilet paper from costco, but he traded it for something else.",0
i was angry when the eagles lost the superbowl in 2004. i was young but i was still mad,"when the eagle lost super powell in 2004, i was angry. i was young, but i was still angry.",0
"i was angry about my work today, it's been frustrating.",my job today makes me angry and frustrating.,0
my daughter just stuck a bunch of pictures on the wall after i told her not to.,"my daughter put a bunch of pictures on the wall, and then i told her to stop.",2
i do not understand why my credit card company would charge me 39 late fee when i was never late before,i don't understand why my credit card company will charge me 39 late fees when i'm never late.,2
"i am ashamed that i used to be scared of the dark, i always had a nightlight","i'm ashamed i used to be afraid of the dark, and i always have a night light.",1
they would not do my lawn properly even with the hefty fees they charge monthy,"they won't make it right on my lawn, even if they charge a high fee.",2
there was someone in the supermarket on saturday who had their toddler pushing the trolley. it was so busy and they were just geting in the way so i got furious.,"some kids at saturday's. they're too busy. they're just in the way, so i'm pissed.",2
it was christmas time and i did not give anythign to those salvation army bell ringers,it's christmas time. i don't give any credit to the bells of the red army.,3
i was upset at the way the school is functioning this year.,i'm not happy with the way the school works this year.,2
i felt guilty,i feel guilty.,3
about today's work ,information on today's work,3
mcdonalds got my order wrong again. im going to complain.,mcdonalds got my orders wrong again. i'll complain.,0
i was angry about the dog i have being abused.,i'm angry with the abused dog.,0
"borrowed my friend's car, and someone rammed her the door in the parking lot.","lend my friend's car, someone hit her at the door of the parking lot.",3
i was furious when my mom was gossipped about.,"when my mother was told, i was mad.",2
when i found out my wife cheated on me ,"when i found out my wife betrayed me,",0
i was furious when ticketed for a car on my own property.,i'm angry about buying my own car.,2
i snooped through my friend's phone and read some questionable text.,"i've been watching my friend's phone, reading some suspicious texts.",3
"got to the hotel where i booked my room, and it turns out they gave my room to someone else!","i booked a hotel in my room, and they gave my room to someone else!",0
my friend left her cactus under my care. it's been with her for 5 years. it's kinda dead now i think.,"my friend left her cactus to me, and she's been with her for five years.",1
