text,aug_text,label
"i am going back to college in august and last year i stayed in the freshman dorms. this year, i'm staying in this super nice, brand new facility and i can't wait!","this year, i live in this super beautiful, brand-new facility. i can't wait!",1
my mother is trying to get a good job and we are praying she gets through and they give it to her.,"my mom wanted a good job, and we prayed she'd make it, and they gave it to her.",2
my mother recently applied for a much better job than she has now and we are all crossing our fingers that she gets it. it pays much better and has great benefits as well.,"my mother recently applied for a better job than she does now, and we were all wondering if she could get it.",2
i was on one of my social media sites and ignored a message from one of my friends who said she really needed someone to go with her to an appointment for her mom so she didn't have to sit by herself in waiting room while her mom was in the back talking with doctor. come to find out her mom had cancer and my friend just wanted me there for support.,"on a social media site, i ignored a message from a friend of mine, who said she really needed someone to see her mother's appointment, so she wouldn't have to sit in the waiting room alone.",3
"i remember when i bought my first car, it feels just like yesterday.","i remember when i bought my first car, it felt like yesterday.",1
i had been looking at black friday adds for weeks and found an awesome deal on a tv. the store only gives out so many so you have to be almost first in line. like the first 20-30 people get them. i was running a little late but i still made it in time and got the tv!,"i looked at the black fridays together for weeks, and i found a great deal on tv, and the store gave so much, so you're almost in first place, just like the top 20 to 30 people got them, and i ran a little late, but i got there in time and got the tv!",1
my coworker lost his job today. he was held responsible for the offence i committed. now i feel bad about it.,my colleague lost his job today. he's responsible for my crimes.,3
im really happy and ready for the start of my next year of uni.,i'm very happy to be ready to start my single year next year.,1
i ate the last one of my wife's favorite cookies.,i ate my wife's favorite cookies.,3
i am counting the days until i go on vacation.  i can't wait!  i am going to europe for a month.,can't wait. i'm going to europe for a month.,0
 i got credited by my brother. he paid me some huge amount he has been owing me in the past at the time that i needed it most,he paid me a lot of money. he used to owe me money.,1
"i didn't feel great one time when i showed up at court drunk. i panicked at every minute hoping not to be caught, and eventually later court dates i was thrown down in a jail. i was ashamed of myself. ","i'm always afraid i won't be caught, and eventually the court date is thrown into prison, and i'm ashamed.",3
i met elton john at one of his concerts because i brought him flowers to the stage.,i saw him at elton john's concert because i sent him flowers to the stage.,1
when my friend got a scholarship that i didnt i felt jealous but i felt bad that i was jealous and not as happy for him,"when my friend got the scholarship, i wasn't jealous, but i was sad, and i was jealous, and i wasn't happy for him.",3
my spouse and i agreed that at the beginning of next year we'll officially move back home to texas. i have been waiting for us to make the definitive decision.,"i agree with my spouse that we officially move home to texas early next year, and i've been waiting for our final decision.",1
my brother and sister in law are coming to town next week. i can't wait!,my sister's coming to town next week. i can't wait!,1
i cheated on my girlfriend once.,i betrayed my girlfriend once.,3
i will be travelling to europe on september,i'm flying to europe.,1
everyday i feel more optimistic that this country is heading into right direction. slowly but surely the light at the end of tunnel is coming. ,i am more optimistic every day that the country is moving in the right direction.,2
i get excited the day before christmas.,i was so excited the day before christmas.,1
my current employer has financial difficulties. it has layoff 25% of the employees. i started to look for another job. i am expecting to be part of the next layoff.,"i'm looking for another job, and i look forward to being part of the next cut.",0
yesterday i passed a beggar while walking on the street and i didn't give him any money.,i walked by a beggar on the street yesterday and didn't pay him.,3
"the other evening watching the world cup soccer i was full of anticipation, hoping that england would make it to the final","another night watching the world cup, i'm full of hope that england will catch up with the finals.",0
i felt guilty when i was in college and i cheated on a test,"when i was in college, i felt guilty. i lied to the test.",3
i have faith tha that one day my kids and i will move into a house. i'm tired of this apartment.,"i believe that one day, my child, i'll move into the house, and i'm tired of this apartment.",2
i can't hardly wait for the outcome of strzok testimony yesterday. it would be interesting to watch for time to come. criminal investigation coming to conclusion and what to do about strzok and his evilness. ,i can hardly wait for the results of stezock's testimony yesterday.,0
i feel guilty when i don't fulfil my promises ,i didn't keep my promise. i felt guilty.,3
i was excuted when i finally finished high school,i was executed when i graduated from high school.,1
i can't wait til my birthday next year. i'm gonna take a cruise,i can't wait for next birthday. i'm taking a cruise ship.,0
i was anticipating when i applied to college,"when i applied for college,",0
i feel joyful from my relationship with my partner. the joy radiates from how well we mesh together and always see eye to eye.,"i'm happy from my relationship with my partner, and i'm happy from our relationship, and i can always see each other's eyes.",2
i sometimes like my kids better when they take a nap. they arent loud then.,sometimes i like my kids better when they're taking naps.,3
it seems like every weekend i cannot wait until it gets here. i'm always counting down the hours on that friday.,it seems i can't wait every weekend until it arrives.,0
i didn't told a friend we were going to hike in the mountain because last time she was so slow and we had to wait for her i feel bat about it now.,"i didn't tell my friends we were going up the hill because the last time she was so slow, we had to wait for her and i'm feeling great right now.",3
i was very happy  lastnight,i had a great time last night.,1
my wife has an interview tomorrow. i want her to get it. ,my wife has an interview tomorrow. i hope she gets it.,2
i felt at fault for letting my credit card debt get out of control. i still haven't told my husband just how much i owe on the card.,i think it's wrong to get my credit card debt out of control.,3
i'm starting my junior year in college in a month. i am so excited. i can't wait.,i'm going to college in a month. i'm so excited. i can't wait.,0
"hi, i feel bad after my reaction to brother joke.","hey, i feel terrible about my response to my brother's jokes.",3
i ordered a pizza the other day and ate all of it before my kids got up. i felt bad after.,"i ordered pizza the other day, ate everything, and then i felt bad before the kids got up.",3
i'm going on vacation in 3 hours! super stoked!,i'm off in three hours!,1
"i'm glad we finally got some dry weather today.  i need it to stay dry, sunny and breezy for the whole week!","i'm glad there's a dry weather today, and i need it to stay dry and sunny and cool all week!",2
"i accidentally left my dog outside in the heat too long about a week ago and he almost got heat stroke, i felt really bad.","i left the dog outside a week ago, and it was too hot for him.",3
my kids are so different from each other. i think they are all going to do great things ,my kids are so different. i think they'll do great things.,2
i'm really looking forward to the future.,i really look forward to the future.,0
i'm going on a date this weekend. i'm pretty anxious about it.,i'm going on a date this weekend. i'm worried.,0
"back when i used to wrestle i always expected my opponent to be better than me, so i would go 110% in every match","i used to expect my opponent to be better than me when i fell and wrestled, so i get 110% of every game.",0
i was excited to visit disney world for the first time!,i'm so excited to be in disney world for the first time!,1
the day i got the email saying i had been accepted into my university of choice was amazing,i got an e-mail the other day saying that i was admitted to the university of my choice.,1
one time i threw a vase down the stairs. the vase broke and i blamed it on the dog. it didn't feel right after doing that.,"once i threw the vase down the stairs, the vase broke, and i blamed it on the dog.",3
recently my son got very good news from his cardiologist. we can finally start planning for his future.,we can finally begin to chart his future.,2
so i was at a friends house and our kids were running around playing games. while chasing eachother my small child bumped into a vase that fell over and broke! my friend was so understanding but i still felt really bad! i helped clean it up with her. ,"my friend understands, but i still feel bad about it!",3
"tomorow, i am starting a trip of six months to visit different country. i am so happy and i cannot sleep.",i'm going to start a six-month trip to different countries to visit.,1
heres to wishing i get a promo at work ,i hope i get a publicity campaign for my work.,2
i'm about to order lunch for myself and not my kids. i feel bad.,i'm gonna order my own lunch instead of my baby.,3
i won a $2 lottery ticket.,i won a two-dollar lottery.,1
i bought a new car a few days ago. it's really sleek and fun to drive,i bought a new car a few days ago.,1
school is about to start again. me and my kids are so ready!,school's about to start again. me and the kids are ready!,0
just got back from a job interview. i was able to answer all the questions and the recruiter seem impressed.,"just got back from the interview, and i answered all the questions.",0
i applied for a promotion. i hope i get it.,i'm applying for a promotion. i hope i understand.,1
last weekend i took my daughter to catalina for the first time. i was so elated to take her camping and see the experience through her eyes. i bought all of the items for smores and a cute pink coleman sleeping bag. i told her about campling and showed her a couple cartoons. i obesessed and planned out everything we would do.,"i took my daughter to catalina for the first time last weekend, and i'd be happy to take her camping, to see the experience through her eyes.",1
"my friend lost her cat on monday. we called the shelter, and they say they might have a cat that matches our description.","we called the shelter, and they said they might have a cat that we described.",2
"been waiting to hear back from my wife. she's at the doctor getting checked, and we've been trying for a baby for a long time.",she's in the doctor's room. we've been looking for a baby.,0
when i took my son to a baseball recruiting camp to perform in front of college coaches. ,"when i took my son to baseball camp and played in front of the college coach,",2
"i'm sitting my friend's house while she's on vacation. while mowing her lawn, a rock hit her window. i feel so bad.","i sat at my friend's house, she was on vacation, mowing the lawn, and a rock hit her window.",3
i cheated on my girlfriend.,i betrayed my girlfriend.,3
got a raise at my job. now making 20k more.,"i've got a raise in my job, and now i'm making $200,000.",1
there is an award at work that i really wanted my coworker to win,there's a job award. i really want my colleagues to win.,2
my friend's at the hospital after a pretty bad car accident. we finally got news she's woken up after being asleep for 6 days.,my friend was in the hospital after a really bad car accident.,2
my wife is the love of my life,my wife is the love of my life.,2
"i had confidence the falcons would win, man was i wrong.",i believe the falcons will win. i was wrong.,2
"everytime my wife buys food, i eat all of the cookies before she can get any.","every time my wife buys food, i eat it before she eats cookies.",3
i thought just maybe i would of got the promotion.,i thought maybe i could get a promotion.,2
"when playing video games, i always worry and think about if i can win or not.","when i play video games, i always worry and think if i can win or not.",0
i love dogs and yesterday i got to watch a friend's puppy for a week while they were on vacation. he was adorable.,"i like dogs, and yesterday i had to watch my friend's puppy for a week, and they were on vacation, and he was cute.",1
i was really excited when my daughter came home from college to visit me.,"when my daughter came back from college to see me, i was really excited.",1
"i was in college taking exams, and i was trying my best to get an a",i was in college. i tried to get one.,2
i cost my team the game last night.,last night's game cost my team a lot.,3
"my dog was running around in my yard the other day, and she came inside and was being really mean to everyone. upon closer look she had a splinter in her paw from wood that my other dog chewed up on the porch that i had not cleaned up yet. i felt bad.","my dog ran around my yard the other day, and she came in mean to everyone.",3
i was excited when i was accepted into graduate school,i was so excited when i got into college.,1
i'm going on my first trip to disney world in a few weeks. i can't wait!,i'm going on my first trip to disney world in a few weeks. i can't wait!,0
i was hoping to get a new pet this year!,i wanted to buy a new pet this year!,2
i told something to someone that i had promised to keep a secret.,i told people i promised to keep a secret.,3
excited when the lakers got lebron.,when the lakers get lebron.,1
i felt guilty when i broke the window in our house,"when i broke our window, i felt guilty.",3
i felt guilty when i broke our house window with a football,i felt guilty when i broke our window with a football.,3
i've written a competitive exam last week. the result will be announced tomorrow. i hope to get a good rank in it.,"i wrote a competitive exam last week, and the results will be announced tomorrow.",2
"sometimes even though i have a girlfriend, i wonder what it'd be like to be with someone else.","sometimes i have a girlfriend, but i don't know what it's like to be with someone else.",3
i was excited when my parents got me a car as a graduation gift,i was excited when my parents gave me a car as a graduation present.,1
last week was my friend's birthday. i always take her to dinner for her birthday and buy her a drink. i totally forgot about her birthday.,last week was my friend's birthday.,3
"if my plans work out, ill be moving to france in the winter.","if my plan succeeds, the sick ones are moving to france in winter.",2
when i lied to my dad ,"when i lied to my dad,",3
i can not wait for top gun 2.,i can't wait for number two.,0
very recently i got back into cooking. i've always loved it and it makes me so happy. i recently made some jerk chick philly cheesesteaks and seeing an idea come to life right in front of my eyes was so exhilarating.,"i've always liked it, and it makes me very happy.",1
school is going to start in a few weeks. not looking forward to it.,the school will start in a few weeks.,0
i get to visit my long distance girlfriend in less than a week!,i can visit my long-distance girlfriend in less than a week!,1
yesterday was my brother's birthday and i forgot to call him. i always call him on his birthday and we go to lunch. i feel so bad.,"yesterday was my brother's birthday, and i forgot to call him.",3
that i will find love ,♪ i'll find love ♪,2
i felt bad when i missed my cousin wedding. i knew he wanted me to be there,i was sad when i missed my cousin's wedding.,3
i feel like my children will grow up to be very compassianate human beings,i think my children will grow up and become very roman.,2
turning 21 next week. i hope i hit it off with a girl.,i wish i could meet a girl next week when i'm 21 years old.,0
when i finished my final exams one semester i knew i did well in all my classes. for once i felt like i didn't have to panic about what the final grade would become.,"when i finished my finals, one semester, i knew i was doing well in all classes, because once, i didn't think i had to worry about what the finals would look like.",2
i did mistake in my work. my manager corrected me but he didn't scold me. though he didn't say anything i feel ashamed about it.,"my manager corrected me, but he didn't yell at me, even though he didn't say anything, and i was ashamed of it.",3
even though i've had lots of dating success i still get pretty stoked when i get a text back from a really attractive girl i didn't expect to hear back from...i just do a good job hiding it,"although i've had a lot of successful dates, i'm still excited when i get a text from a very attractive girl.",1
the first time my brother was coming home from college really made me happy. i could hardly wait,"the first time my brother came home from college, it really made me happy.",1
i yelled at my kid earlier because i had a headache.,i yelled at the kid before because i had a headache.,3
"i have spent 3 years in my current position, done all the necessary on job training and i am looking forward to being promoted","i've done all the necessary work training, and i'm looking forward to being promoted.",2
i got happy when my brother said we were going on a trip. i was happy,"when my brother said we were going on a trip, i was happy. i was happy.",1
when i found out my mom had cancer ,"when i found out my mom had cancer,",2
i took credit for some work that wasn't mine.  my coworker has not found out yet.,my job isn't mine. my colleagues haven't found out yet.,3
i stole from the store as a child ,"when i was a kid, i stole from the store.",3
"in elementary school, i forgot to do an assignment once. instead of telling the teacher this i stole my friend's french assignment and erased his name and handed it in as my own.","in primary school, i forgot to do a mission, not to tell the teacher that i stole my friend's french assignment.",3
i am positive about my next vacation.,i'm pretty sure of my next vacation.,1
i was excited my first day of college. i was excited about my next step in life,"i'm excited about my first day in college, and i'm excited about the next step of my life.",0
i was happy when i found my dog,"when i found my dog, i was happy.",1
next week i will be going on a road trip with my girlfriend. i can't wait!,i'm going on a trip with my girlfriend next week. i can't wait!,1
a new piece of workout equipment i ordered just came in. i'm really excited to try it out.,i ordered a new gym equipment. just got in. i'm glad i could try.,1
i cant wait for the final season of game of thrones,i can't wait for the last season of the throne game.,1
i was happy when my dog returned!,i was happy when my dog came back!,1
once i stole from my mother purse. i did this because i wanted to buy a video game. i got caught and i felt so bad after she got mad at me.,"i stole it from my mother's wallet once, and i did it because i wanted to buy a video game.",3
i hope my dog returns home!,i want my dog home!,2
"when i saw my brother come home from college, it gave me a good feeling. it made me think i could do the same","when i saw my brother go home from college, i had a good feeling, which made me feel like i could do the same thing.",2
i order food almost every day now. i will never get healthy,i order food almost every day. i'll never be healthy.,3
i started my new job today. i am hoping for a raise soon.,i'm starting a new job today. i hope i'll get a raise soon.,2
"yesterday, my girlfriend threw me a surprise party.",my girlfriend gave me a surprise party yesterday.,1
i said that i was going to exercise more. i haven't done anything.,i said i'd do more exercise. i didn't do anything.,3
i am feeling very hopeful about my business. it can make me jittery but happy everyday.,i have hopes for my own business.,0
my online friend appiled to come to america. we're waiting for some good news.,"my friends online wanted to come to the united states, and we were waiting for some good news.",2
"last night, i felt extremely guilty. i ate 12 big mac's from mcdonalds.","last night, i felt very guilty. i ate 12 bucks of mcdonald's mcdonald's mcdonald's.",3
a time when i felt excited was when i was waiting for black friday to purchase a new surround sound system.,that's when i was excited when i waited for the black friday to buy a new round-the-clock sound system.,0
my friend bought me a ticket to see my favorite band saturday night. i cannot wait.,my friend bought me a ticket to see my favorite band.,1
i am hopeful that i will succeed in the future with business. lots of things make me think this.,i wish i could do business successfully in the future. a lot of things make me think that.,2
i lied to my girlfriend once about how much education i had because i felt she would leave me otherwise,"i lied to my girlfriend once about how much i was educated because i thought she'd leave me, otherwise...",3
i can't wait until i get paid on friday.,i can't wait till friday to get my paycheck.,0
"i started taking a new body building supplement and i've been feeling stronger, so i'm hopeful that it works well.","i'm starting to feel stronger with the new body builder supplement, so i hope it works well.",2
"my brother is about to find out that i had to steal $20 from him to pay for gas, since i was in such a bind. he's gonna be so mad at me.",my brother's about to find out that i had to steal $20 from him to pay for the gas because i was in danger and he'd be mad at me.,0
i spend way too much money on food. its getting bad.,i spent too much money on food. it's getting worse.,3
i have a two week vacation coming out and i'm really excited about it.,"i have a two-week vacation out, and i'm really excited about it.",1
i lied to a cop about why i was speeding and immediately felt guilty about it.,i lied to a cop why i was speeding and immediately felt guilty.,3
i pirated a few games that i'm really enjoying and feel guilty for not supporting the developers.,i embezzled some games and i really enjoyed and felt guilty because i didn't support developers.,3
i started my new job yesterday. hoping for a promotion soon.,i just started my new job yesterday. i hope i'll be promoted soon.,2
i recently began my own online business selling dried starfish. i hope there is enough interest for it to take off.,"i've recently started selling dry starfish online, hoping to have enough interest to take off.",2
i wish i could of said goodbye before my friend died.,i wish i could say goodbye to my friend before he dies.,3
"yesterday, i didn't take out the trash. i feel so bad for my wife who has to put up with the smell.","yesterday i didn't take out the trash, and i felt sorry for my wife, who had to endure the smell.",3
