text,aug_text,label
i felt hopeful when i met my betterhalf for the first time. she gives me hope for my remaining life without saying anything. i feel hopeful after my marriage. ,"the first time i met a better half, i was filled with hope, and she gave me hope for the rest of my life.",28
i came across an old keychain that my dad gave to me when i was younger. it was cool. ,i met an old key chain my dad gave me when i was young.,13
"my handyman keeps telling me he's coming by to fix my sink, but then he doesn't show up. ugh.","my handyman kept telling me he came to fix my sink, but he didn't show up.",19
i was jealous when my co worker kept getting top spot when i knew he was cheating. ,i envy my colleagues for always getting the best position when i know he's cheating.,7
"when i was in high school, i was in the all state band. i was very confident.","when i was in high school, i was in all the state bands.",23
i am happy to have a good vacation,i'm glad to have a pleasant vacation.,20
"my daughter used the potty for her first time the other day, it was awesome. ",my daughter used a pot for the first time that day. that was awesome.,29
the other day my daughter knew to throw away her food when she was done. ,"one day, my daughter knew that when she finished eating, she threw away her food.",12
i am angry against a friend that suppose to help me.,i'm mad at a friend who wants to help me.,19
"i remember getting prepared for my trip to peru, it was crazy! ",i remember i was going on a trip to peru. it was crazy!,30
i let my friend borrow my debit card the other day. she needed to put gas in her car for work. she brought it right back.,"one day, my friend borrowed my debit card, and she needed to put gas in the car to work, and she brought it back right away.",1
i thought my company was going to have a lay off. it was a tough few weeks.,i thought my company was getting laid off. it's been a tough couple of weeks.,11
the other day i was surprised with a big bonus from work. ,i was surprised that day by the great dividends of my work.,9
i was going to see the new marvel movie. on the way i got really pumped up.,"i was just going to see a new magic movie... and on the way, i got cramped.",15
"my neighbors left town and the weeds are so high, i'm afraid snakes might start living over there.","my neighbor left town, and the weeds are too high.",19
today is my birthday. i can't wait to see who calls me. or my gifts.,it's my birthday. i can't wait to see who calls me or my present.,18
when i moved into my apartment it was full of bugs! ,"when i moved into my apartment, there were bugs everywhere!",22
i was disappointed by my manager when he told that i will probably get my promotion next year (not this year),i was disappointed by my manager when he told me i might get my promotion next year not this year,4
i get to go out today after work! yay,i'll be out after work today!,15
i ripped my pants on bourbon street the other day. luckily i was wearing a long shirt.,i'm lucky i'm wearing a long shirt.,26
i was driving down a road at night and my car died. i sat in a car with not lights for hours.,"i was driving on the road at night, and my car died, and i sat in the car for hours without lights.",2
i cant wait for my house to sell.. its a slow market. ,i can't wait to sell the house. the market is slow.,28
i have been in college for four years and am only a sophmore. i am going diuble my work load and finish next fall.,"i've been in college for four years, and i'm just a student, and i'm gonna lighten my workload and end next fall.",28
i am annoyed by a coworker making joke about me.,i got pissed off by a colleague making fun of me.,17
my daughter hit her head the other day. she was sad. ,my daughter hit her head the other day. she was sad.,3
my next door neighbors are always arguing in our shared hallway. now they have a baby and the scream while she cries. it is so annoying.,"my next-door neighbor always fights in our common corridor, and now they have a baby.",17
i was drivng home and this guy cut me off. i had to swerve in order to not hit him.,"i was driving at home, and this guy cut me off, and in order not to hit him, i had to turn around.",19
"i was lost in a neighborhood i didn't know, when some guy came up to me and quietly asked if i needed a ride.",i'm lost in a neighborhood i don't know when someone comes to me and whispers to me if i need a ride.,11
"i really want to win the lottery someday, maybe i will? ","i really want to win the lottery one day, maybe i will",28
i will pass a examen next monday. i reviewed all the content for the course,i'll pass the exam next monday.,30
i was given a large raise at work.,i got a big raise in my job.,27
i've lost my job and am behind on my mortgage. it scares me that i could lose my home.,"i'm unemployed and mortgages are lagging behind, and i'm afraid i'll lose my home.",2
today is my birthday and i am going to party this weekend!,it's my birthday. i'm going to a party this weekend!,15
i lied to the people i work out with. i told them i was out of town but i relaly just did not want to work out.,"i lied to the people who worked with them, and i told them i was out of town, but relaly just didn't want to work.",10
someone offered me a job online to make a lot of money. ,someone found me a job online to make a lot of money.,24
i applied for 200+ jobs and still didn't hear from none of them!,i applied for more than 200 jobs.,9
i ate all my kids cookies and blamed it on the dog.,i ate all my kids' cookies and blamed it on the dogs.,25
no one ever visits me anymore. i am always by myself in this apartment.,no one's looking at me anymore. i'm always alone in this apartment.,21
"not living near family, being in a new place. ","i don't live close to my family, i live in a new place.",21
i saw a snake outside my apartment today,i saw a snake outside the apartment today.,8
i just found out they are not making a sequel to a movie i like.,i just found out they're not making a sequel to my favorite movie.,0
i was able to save a blind lady from falling down an escalator.,i saved a blind girl from falling off the escalator.,29
"missing money from my paycheck, wrong hours and bonus again! ",the money's missing from my payroll check. wrong time and bonus!,19
"i was mowing the lawn, and a rock flew and broke my neighbor's window.","i mow the lawn, a rock flew up and broke the neighbor's window.",10
i used to think i had gotten to big to wear a swimsuit. i went to the beach last week and those ladies were really flaunting their stuff. i have a once piece now.,"i went to the beach last week, and those ladies were really showing off their stuff.",23
a few years ago when my grandmother died unexpectedly.,"a few years ago, when my grandmother died in an accident,",0
i feel bad that i work too much and dont see my daughter. ,i'm sorry i worked too much and didn't see my daughter.,25
my friend called someone a bad name.,my friends call people a bad name.,8
my fence is collapsing at areas where my neighbors keep climbing over to get their ball. it's going to be expensive to fix.,"my fence fell down on my neighbors and crawled down there to get the ball, and it cost a lot of money to fix it up.",17
i cant wait to relocate again. ,i can't wait to move.,18
"my brother usually doesn't do anything for me unless asked. after 3 decades, he actually took me out for my birthday.","my brother doesn't usually do anything for me unless someone asks me, 30 years later, he actually takes me out for his birthday.",9
my texted me happy birthday yesterday. my birthday is today.,yesterday i texted me a happy birthday. my birthday is today.,4
"i went to the optometrist, and my prescription got strong. she warned me about being at risk for losing my vision.","she warned me that if i lost my sight, she would risk it.",11
my old high school is being turned into an old people's apartments building. so sad. ,my high school was turned into an old man's apartment building.,31
i was grateful when my mother visited me for my birthday.,"when my mom came to see me on my birthday, i was grateful.",27
when i had to say goodbye to my dad,"when i said goodbye to my dad,",14
i turn 29 today! it is a great day since its my birthday,today i'm 29. today's my birthday.,6
it was insane getting ready for hurricane irma to hit last year.... ,it's crazy to get caught in a storm last year.,30
my neighbor went back to school at 59. she just got her bachelor's this year.,my neighbor went back to school at 59. she just got a bachelor's degree this year.,12
i shouldn't have to cook on my birthday. this is when i miss having a boyfriend.,i shouldn't cook on my birthday. i missed my boyfriend.,0
my friend's boyfriend got into an accident 5 years ago. she's still with him.,my friend's boyfriend was in a car accident five years ago. she was with him.,5
i got pulled over and almost got a ticket.,i got pulled over. i almost got a ticket.,11
"i've been taking care of my aging mom for 5 years now and don't really have any friends, since so much time is used taking care of her.","i've been taking care of my old mother for five years, and i don't have any real friends, because all this time i've spent taking care of her.",21
"i saw a little turtle about to get hit on the road the other day and i was in a hurry and didn't stop and get him. i hope he made it across the road, poor little guy.","i saw a little turtle hit on the road the other day, and i was in a hurry to pick him up.",25
"my mom has arthritis in her neck, and the pain seems to be traveling down now.",my mom has arthritis on her neck. the pain seems to be falling.,0
in a hurry to go on vacation! ,we're going on vacation!,18
i was sent to close a deal with a client.,i was sent to close my client's deal.,23
i once saw a snake in the woods and got very scared.,"i once saw a snake in the woods, scared.",11
my mom went back to school at 63 and recently got her bachelor's in computer science!,my mom went back to school when she was 63 and recently got a bachelor's degree in computer science.,29
"i finally finished my phlebotomy class. it was an hours drive one way, yuck. but thankfully it's over and i can try to get on at a local hospital. they are hiring i heard.","i've finally finished my metactomy class, one-hour drive, but it's over, and i can try to get to a local hospital.",27
had a interview yesterday. i think it went pretty well. i hope i get the job.,"i had an interview yesterday, and i think it's going well, and i hope i get this job.",16
i bought a lottery ticket and was hopeful i would win.,i bought the lottery. i hope to win.,28
"my birthday was last weekend, and no one wished me a happy birthday.","my birthday was last weekend, and nobody wanted me to have a happy birthday.",0
i was thrown a surprise party for my 30th birthday.,i was sent to a surprise party on my 30th birthday.,9
i was told my cat only has a few weeks to live.,i was told my cat was only alive for a few weeks.,0
when someone tried to get me to go out to a bar behind my spouses back ,"when someone tried to get me to the bar behind my spouse,",5
my friend just bought a brand new car. my car hasn't worked for months,my friend just bought a new car. my car hasn't worked in months.,7
i had to put my dog to sleep and it was super stressing! :( ,i had to let my dog fall asleep.,0
went out with my friends last night after not seeing each other for a year. i was in another country for work and just got back.,"i went out with my friends last night, and i haven't seen each other in a year, and i went to work in another country, and i just came back.",6
"i'm trying to sell my house. it's been on the market for a year now, but i think i found someone who might buy it.  i'm trying to move to another area.","i want to sell my house. it's been on the market for a year, but i think i found someone who might have bought it.",28
i'll get to go on vacation tomorrow. been working really hard to get things clear up so i can enjoy myself.,"i'm going on vacation tomorrow, trying to figure things out so i can enjoy it.",15
when i offered to work extra hours to make up for bills ,i was willing to work overtime to make up for the bill.,3
"just moved here for work, and i don't know anyone. my coworkers have families of their own.",my colleagues have their own family.,21
i went to the grocery store the other day. i shopprf got sn hour then realized i had left my purse home.,"i went to the grocery store the other day, and the store was in time, and i realized i left my wallet.",26
"i cant wait to buy my christmas tree this year, lol.. funny right? ...but i am actually really excited. ","i can't wait to buy my christmas tree this year, lol.",16
went for a visit to the place i grew up and it has gone down hill a lot since i was there last. very sad. a lot of the houses look so run down and dilapidated. ,"i went to visit where i grew up, where i've been since the last time i was there.",31
i was thrown a party yesterday and had no idea it was happening.,"i had a party yesterday, and i had no idea what was going to happen.",9
my daughter started a new school last year. she s adjusting great and had made a lot of friends.,my daughter opened a new school last year.,29
when i was a child and found out my friends could come over. ,"when i was a kid, i found out that my friends could come over.",9
when i was moving and lost my insurance to my car. ,"when i moved, my insurance lost my car.",2
i did not get the promotion at work that i wanted.,i didn't get promoted at work what i wanted.,7
my neighbor's kid just lost his eyesight. the whole family is devastated.,my neighbor's kid just lost his eyesight and the whole family broke down.,3
i once went to see fireworks with my best friend. best day of my life. we're no longer friends.,"i used to go to fireworks with my best friend, the best day of my life, and we're not friends anymore.",13
"my child lied to me, and went somewhere he shouldnt have went. ",my kid lied to me and went where he shouldn't have gone.,19
i saw that they are going to remake a movie i like a lot.,i see they're going to remake a movie that i love.,31
there was once a mouse in my  kitchen. i almost died.,there was a rat in the kitchen. i almost died.,11
i think my job will lay us off. ,i think my job is gonna get us out of work.,11
i finally rearranged the garage after a year of putting it off,i finally re-arranged the garage after a year of parking.,29
i lost my cat to old age and cried all night about it.,"i lost my cat old, cried all night about it.",0
i always donate my change when i shop at my local drug store. makes me feel like i' doing something good.,"i always donate change when i buy medicine at a local pharmacy, making me feel like i'm doing great.",3
i lost my wallet and had to get all new cards,i lost my wallet. i had to buy a new card.,0
to go to a concert. ,go to the concert.,15
when the falcons won the game i was excited.,i was excited when the falcons won the game.,15
our lights went out last week during a storm. its was only for 15 minutes but i was so scared.,"we went out last week in the storm for only 15 minutes, but i was scared.",11
i was impressed by the new tesla.,i'm impressed with the new tesla.,12
i changed my own oil ,i changed my oil.,12
i wish i had someone to spend my days with. i feel a alone.,i want someone to be with me. i feel lonely.,21
when my daughter choked on a piece of food ,"when my daughter was strangled by a piece of food,",11
i went to class and i brought extra supplies since i knew we had a test.,i went to work and brought extra supplies because i knew we had a test.,30
i was sad when my grandma died.,i was sad when my grandmother died.,0
"when i was little, i was afraid of the dark.","when i was a kid, i was afraid of the dark.",11
i went to a cheerleading event and a girl did a double backflip,"i went to cheerleading, and there was a girl who flipped back and forth.",12
i was surprised when i was accepted into harvard.,i was surprised when i was accepted as harvard.,9
my wife keeps giving our son a stick and he keeps hurting himslef.,my wife keeps giving our son a stick. he keeps hurting him.,17
i am afraid of clowns.,i'm afraid of clowns.,11
i was attavked by seagulls on the balcony of a hotel last weekend. i was eating crackers.,"i was stuck with a gull on the balcony of the hotel last weekend, and i was eating cookies.",2
i got in my car and my son left a note on my seat.,i got in my car. my son left a note on my seat.,9
i am ashamed when i cheated on the test.,i was ashamed when i cheated on the test.,10
"i'be been thinking a lot about my childhood lately, sort or reminiscing.","i've been thinking about my childhood lately, sorting or recalling.",13
i am grateful to be alive.,i appreciate being alive.,27
i went swimming in the pool and some of my extensions came out in the water. no one saw but me.,"i went swimming in the pool, and i made some extensions out of the water.",26
i am afraid of ghosts.,i'm afraid of ghosts.,2
i am prepared for the hurricane.,i'm ready for a hurricane.,30
i got a huge bonus at work and was able to pay off my debt.,i got a huge bonus at work and was able to pay my debt.,27
some left their garbage outside of the dumpster in my apartment complex. now at night there are a bunch of raccoons outside.,"some people throw garbage out of the garbage out of my apartment building, and now there's a bunch of raccoons out there at night.",22
i am hopeful i win the lottery.,i hope i won the lottery.,28
my friend is so annoying.,my friend's a pain in the ass.,17
i was joyful when my son was born.,i was happy when my son was born.,6
i can't wait for halloween. it is my favorite holifay. i love dressing up with the kids.,i can't wait for halloween.,18
i went to pick up my date and was very clam and collected.,"i went to pick up my date, and very clam and collect.",23
i am proud i graduated college.,i'm proud to have graduated from college.,29
got asked to my boss' office. thought i was getting bad news but turns out i was offered a promotion.,"asked to my boss' office, thought i had bad news, but it turns out i was promoted.",9
i am confident i will pass the test.,i'm sure i'll pass the test.,23
i think eventuallt the presidency is going to go in a more positive direction,i think the president will eventually move in a more positive direction.,28
i let my new neighbors borrow our lawnmower. it came back broken.,let my new neighbor borrow our lawn mower. it's broken again.,1
i ordered mcdonalds yesterday and since my lazy daughter wouldn't get out of bed i ate her food. i kind of fell bad about it.,yesterday i ordered mcdonald's because a lazy girl doesn't get out of bed and eats her food.,25
i am ashamed i lied to the police.,i'm ashamed i lied to the police.,10
i am ready to go to a amusement park with my son.,i'm going to the amusement park with my son.,15
went to the beach the other day and remember how much my friend liked going together.,"i went to the beach the other day, remember how much my friends liked being together.",13
i ordered $20 in krystals the other day. it was terrible.,i ordered the 20-dollar crystal that day. it was horrible.,19
i am disgusted that the criminal got away.,what i'm sick of is that the criminal escaped.,8
i am embarrassed when i forgot my lines in the play.,i was embarrassed when i forgot to line up in the play.,26
i got stock from family a long time ago. i just let it sit there. it's risen 10 times since.,i got the stock from home a long time ago.,27
i lost my keys at work and looked stupid searching for them.,i lost my key when i was working. looking for the key looks stupid.,26
"i just applied for a promotion, and i should earn at least 10k more.","i just applied for a promotion. i should have earned at least $10,000 more.",28
i was going through old photos of my family and when i was younger.,i was checking out old pictures of my family when i was young.,31
my cousin just got out of a 7 year relationship. turns out she was cheating for the last 3 years.,my cousin just got out of a relationship for seven years and found out she's been cheating for the last three years.,3
i'm sad that game of thrones is ending. great shows should last forever like the simpsons.,the great show should always be like the simpsons.,4
the summer is almost over. i couldn't be any happier!,summer's almost over. i can't be happier!,6
i was content getting a b on my exam.,i'm satisfied to get a b on the exam.,20
we have a work presentation coming up soon. i think we've got everything to present.,we're about to have a job introduction. i think we've got everything we need to show.,30
my wife and i are going on vacation next week. we're satying in a cabin in west virginia.,my wife and i are going on vacation next week.,15
"one time i met a girl from tinder and i really thought we were hitting it off. we met up and had a great time, but then she ghosted me right afterward.","one time i met a girl from the monastery, and i really thought we were meeting, and we met and had fun, but then she hid me.",4
whenever i see my friends on fb posting photos from my hometown i always start to miss it a little. ,"every time i see my friends posting pictures from home on the fb, i'm starting to miss it a little bit.",31
i'm doing a drink a paint session this weekend. i can't wait. it's goin to be fun!,i'm having a paint class this weekend. i can't wait. it'll be fun!,18
i am jealous of the rock.,i'm jealous of this rock.,7
i was afraud ny son wasn't going to be able to talk because he didn't for so long. now he won't shut up and i am so happy!,i'm a lying son who can't talk because he hasn't been so long.,29
i was surprised when trump won the election.,i was surprised when the crown won the election.,9
when i lost my job. ,"when i lost my job,",11
"hi, how are you?","hi, how are you",22
i had a girl that i was seeing one time and she asked if i wanted to come with her to meet one of her friends. i went along and the way she talked to her was so much more passionate and energetic than with me and it made me wonder what he has that i don't.,"she asked me if i wanted to go with her to see a friend of hers, and i walked over and she talked much more passionately and dynamicly than i talked to her, which made me wonder what he had that i didn't have.",7
i was prepared for the history test.,i'm ready for a history test.,30
"i texted one of my old buddies from years and years ago and he not only responded, but we met up for lunch yesterday and had a great time! now we're gonna hang out again on sunday and i'm so pumped!",i texted an old friend year after year.,15
 i was devastated when the falcons blew the super bowl.,"when the falcon blew up the super bowl, i was torn apart.",14
i am excited for football season.,i'm excited about the football season.,15
i was apprehensive to get married.,i'm afraid of getting married.,24
"i let my cat out for the evening , the first time i left her outside at night and she didn't come back. ","i let my cat out for the night, the first time i left her out the night she didn't come back.",14
i've been in my crappy apartment so long. i think just used to it now.,"i've been in my old apartment for so long, i think i'm used to it now.",20
"i went on my first date ever only about a month ago. even though i knew this girl really well beforehand, i was still really worried that it would be awkward and that i might mess it up.",my first date was about a month ago.,18
i am scared of how i will die.,i'm afraid i'll die.,11
i am ready for hockey season.,i'm ready for hockey season.,15
my kids are the best. they get excited about everything. i think i had some good ones.,my kids are the best. they're excited about everything. i think i've got some good kids.,27
my transmission went out in my car. my dad loaned me $500 to get it fixed. ,my dad lent me $500 to fix it.,27
had hellp syndrom with first child.  spent all 9 months being pregnant with 2nd child worrying about the same thing happening.,"nine months in a row with a second child, worried that the same thing would happen.",24
i hate seeing new cars on the road. my car won't even move.,i hate to see a new car on the way. i can't even move my car.,7
i am always alone in the summer.,i'm always alone in the summer.,21
i was driving past the elementary school that i went to years ago and i decided to go through the parking lot for a few minutes. i saw all the old buildings and even the old playground and it really surprised me as to how little it has changed.,"i drove past the elementary school i went to a few years ago, and i decided to go through the parking lot for a few minutes, and i saw all the old buildings, even the old playground.",31
my sister in law basically lives off of my mother in law and her kids get everything. my mother in law rarely gives our kids anything because we have the money to do it ourselves - and i get a bit miffed at times.,"legal mothers rarely give our children anything, because we have money to do it on our own, and i sometimes feel a little uncomfortable.",7
i really like our new football coach.,i really like our new football coach.,12
i am happy to be an american.,i'm happy to be an american.,29
"we tried for a baby for a long time, almost 4 years.  waiting those 9 months to meet her were so hard!",it took me nine months to see her!,16
i feel bad i stole the cookie.,i think it's a shame i stole cookies.,25
i passed all of my classes last semester. i had been struggling in college for a while.,"i finished all my classes in the last semester, and i spent some time in college struggling.",6
i have a job interview coming up next week. i'm a little nervous about it.,i have a job interview next week. i'm a little nervous.,18
my ex didn't show up to court again. he is always wasting my time.,my ex-husband hasn't appeared in court again. he's always wasting my time.,22
i am ok with being fat.,i agree to be fat.,20
i am excited for the baseball playoffs.,i'm excited about baseball after season.,15
i was on jury duty for three months recently and it was very interesting and kind of fun. i was surprised.,i recently served as a juror for three months.,12
i am shocked it hasn't rained today.,i'm surprised it didn't rain today.,9
we've had some big rain storms where i live this spring and summer. the creek behind my house got almost in the yard twice already. very scary.,the creek behind my house has been in the yard almost twice.,2
i was very furious the other day when someone scratched the backend of my car.,i was so angry when someone scratched my back end of the car that day.,19
"i really got close with a girl that i met from tinder, to the point where we were ""dating"". then randomly, after like 4 days, she says that she doesn't want to date anymore and then just stops talking to me.","i really got close to a girl, and i went from lighter to date, and then randomly, like, four days later, she said she didn't want to go out, and then she stopped talking to me.",0
we recently went on vacation with some friends to disney world.  they had never been before and we are annual passholders so we have been several times over the last year.,we've been on vacation with some friends to disney world recently.,23
"i recall this time when i was making a pizza and i got an important call from my boss. i had to talk with him for about 15 minutes and when i came back, i realized the pizza had been burnt in the oven. i was very annoyed because i worked hard to make it!","i remember this time i was making pizza, and i got an important call from my boss, and i had to talk to him for about 15 minutes, and when i got back, i realized that pizza was burnt in the oven.",17
i was very afraid in airplane because of turbulence.,the reason i was afraid on the plane was because of the turmoil.,2
"i recall a time when i had to go to my cousin's birthday part, and i overslept! i felt really guilty about that.","i remember one time i had to go to my cousin's birthday, and i overslept!",25
"when i was driving home from my first job it was snowing. i accidentally hit a curb and spun into the other lane and almost into a ditch, i was very scared","i drove home from work the first time, and it was snowing, and i accidentally hit the side of the road, hit another lane, almost hit the ditch, and i was scared.",11
"my aunt had an emergency and dropped her son with me, i took care of him.",my aunt's in an emergency. leave her son with me. i'll take care of him.,3
my brother recently applied to an ivy league school. we just found out he was accepted.,my brother recently applied to ivy league. we just found out he's in.,12
"i am trying to sell my house for 89k dollars, i have been in a bad financial situation, my nephew knows it, and now he is trying to buy my house just for 75k, trying to take advance of my situation ","i tried to sell my house for $89k, and i've been in a bad financial position, and my nephew knew that, and my nephew knew that, and now he's trying to buy my house.",0
"when my brother graduated high school, i was very proud of him, it was a big accomplishment","when my brother graduated from high school, i was proud of him. it was a great achievement.",29
when i got the results back to all my finals for last semester of college. i thought i might fail but i passed all my classes.,"when i got all the finals in the last semester of college, i thought i might fail, but i passed all the courses.",6
